"Statistics from 01/09/2025 until 31/08/2026"
""
"Reservation status: Confirmed, Option (non-expired)"
"Board(s): any"
"Reservation tag(s): any"
""
"Room type(s): any"
"Room tag(s): any"
""
"Sales channel(s): any"
"Agencies: any"
"Corporates: any"
""
"Month";"Total Revenue (ILS)";"Rooms Revenue (ILS)";"Meals Revenue (ILS)";"Extras Revenue (ILS)";"Rooms Revenue rate (%)";"Available rooms";"Closed rooms";"Sold rooms";"Occupancy rate (%)";"RevPAR (ILS)";"ADR (ILS)";"TrevPAR (ILS)";"TrevPOR (ILS)";"Sold rooms (BUDG)";"Sold rooms (CLAS)";"Sold rooms (DLXA)";"Sold rooms (ECON)";"Sold rooms (FMLA)";"Sold rooms (FMLB)";"Sold rooms (SPCV)";"Sold rooms (SPSV)";"Sold rooms (day)"
"September 2025";"120419.33";"112939.33";"5315";"2165";"93.79";"780";"0";"272";"34.87";"144.79";"415.22";"154.38";"442.72";"59";"55";"10";"45";"21";"11";"32";"31";"8"
"October 2025";"148799.23";"134804.23";"10605";"3390";"90.59";"806";"0";"301";"37.34";"167.25";"447.85";"184.61";"494.35";"41";"71";"17";"57";"26";"18";"28";"32";"11"
"November 2025";"129406.03";"114592.03";"11730";"3084";"88.55";"780";"0";"293";"37.56";"146.91";"391.10";"165.91";"441.66";"54";"76";"8";"51";"25";"15";"28";"22";"14"
"December 2025";"192408.54";"174588.25";"14720";"3100.29";"90.74";"806";"0";"375";"46.53";"216.61";"465.57";"238.72";"513.09";"58";"79";"19";"67";"32";"26";"34";"36";"24"
"January 2026";"105658.42";"97310.42";"5820";"2528";"92.1";"806";"0";"248";"30.77";"120.73";"392.38";"131.09";"426.04";"55";"51";"9";"48";"11";"9";"31";"25";"9"
"February 2026";"126278.84";"117626.84";"5175";"3477";"93.15";"728";"0";"297";"40.8";"161.58";"396.05";"173.46";"425.18";"58";"62";"9";"55";"15";"13";"20";"45";"20"
"March 2026";"31865.40";"30885.40";"770";"210";"96.92";"806";"0";"74";"9.18";"38.32";"417.37";"39.54";"430.61";"8";"13";"3";"18";"3";"1";"2";"23";"3"
"April 2026";"55509.38";"53014.38";"1440";"1055";"95.51";"780";"0";"129";"16.54";"67.97";"410.96";"71.17";"430.31";"17";"26";"9";"29";"7";"3";"11";"22";"5"
"May 2026";"140746.42";"131037.28";"8420";"1289.14";"93.1";"806";"0";"301";"37.34";"162.58";"435.34";"174.62";"467.60";"55";"65";"11";"51";"30";"16";"35";"34";"4"
"June 2026";"157847.09";"144367.09";"11470";"2010";"91.46";"780";"0";"325";"41.67";"185.09";"444.21";"202.37";"485.68";"42";"80";"12";"68";"35";"14";"27";"38";"9"
"July 2026";"161861.49";"148488.49";"8465";"4908";"91.74";"806";"0";"339";"42.06";"184.23";"438.02";"200.82";"477.47";"60";"73";"11";"62";"28";"23";"40";"30";"12"
"August 2026";"206661.29";"190159.29";"11435";"5067";"92.01";"804";"2";"412";"51.24";"236.52";"461.55";"257.04";"501.61";"74";"88";"10";"81";"37";"30";"37";"39";"16"
"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Total";"Total Revenue (ILS)";"Rooms Revenue (ILS)";"Meals Revenue (ILS)";"Extras Revenue (ILS)";"Rooms Revenue rate (%)";"Available rooms";"Closed rooms";"Sold rooms";"Occupancy rate (%)";"RevPAR (ILS)";"ADR (ILS)";"TrevPAR (ILS)";"TrevPOR (ILS)"
"Sep 2025/Aug 2026";"1577,461.45";"1449,813.02";"95365";"32283.43";"91.91";"9488";"2";"3366";"35.48";"152.80";"430.72";"166.26";"468.65"
""
"Room type";"Number of night stays";"Percentage of night stays"
"CLAS";"739";"21.95%"
"ECON";"632";"18.78%"
"BUDG";"581";"17.26%"
"SPSV";"377";"11.2%"
"SPCV";"325";"9.66%"
"FMLA";"270";"8.02%"
"FMLB";"179";"5.32%"
"day";"135";"4.01%"
"DLXA";"128";"3.8%"
